D0000042509167||2021년 제1회 서대문구 보상협의회 개최 결과 보고  일시 : 2021. 4. 29.(목) ~ 5. 4.(화)  심의위원 : 서대문구 보상협의회 위원 12명  심의방법 : 서면심의  심의안건 1) 판결(부당이득금 소송)에 따른 도로사용료 납부 토지의 매입 결정 2) 도시계획시설사업 구간 외 잔여지 등의 확대보상 여부  심의결과 ❍ 심의안건 : 2건
173859_2||「2012 세계자연보전총회(WCC)」준비, 한국적 의제 개발부터 시작 세계자연보전연맹(IUCN) 조직 및 기능 □ 세계자연보전연맹(IUCN) 개요 -세계최대 환경단체로서 가장 오래된 국제 NGO로 1948년 창설 -현재는 국가, 정부기관 및 NGO의 연합체 형태로 발전한 세계 최대 규모의 환경단체 -본부는 스위스 글랑에 위치하고 있으며, 전 세계적으로 50여개의 사무소를 가지고 있고, 1,000 여명의 전문 직원이 업무를 수행 -80개 국가회원, 116개 정부기관, 840개 비정부기구, 29개 제휴기관이 가입, 11,000여명의 전문가가 6개 위원회에서 활동 ※ 우리나라는 환경부(국가회원), 국립공원관리공단, 제주도, 문화재청, 야생동물보호협회, 한국자연보전협회 등 6개 기관 가입 ※ 북한: 조선자연보호연맹 1개 기관이 가입되어 있음 □ 세계자연보전연맹(IUCN)의 기능 및 위상 -1992년 Rio회의 이후 세계적으로 영향력이 증대되어, UNESCO가 주관하는 세계자연유산 등재의 실질적 심사권을 가지게 되면서 국제적 권위가 더욱 높아짐 -UN 총회 옵저버 참석 자격이 영구적으로 부여된 세계 유일의 국제 환경 단체로, 국제적으로 환경문제에 대한 막강한 발언권과 영향력이 있음 -지구 환경, 생물종, 기후 변화, 지속 가능 발전 등의 지구 환경에 대한 실질적인 정책 수립과 실행을 위하여 다자간 국제협력 사업을 추진 중이며 -45여개 국가에서 프로젝트사무소를 운영함으로써 전 세계적인 환경 운동을 전개하고 있음
2076054_1||‘과학교사 여름 심화캠프’개최 - 초･중･고 교사의 과학기술역량 함양 위해 과학영재학교와 출연(연)이 함께 나섰다 !  □ 과학기술정보통신부(장관 유영민, 이하 ‘과기정통부’)는 여름방학을 활용하여초･중･고 과학교사의 과학기술 전문성 신장을 위해 ‘과학교사 여름 심화캠프’를 총 5회 개최한다. ㅇ 과학교사 여름 심화캠프는 정규 과학교육과정이 과학기술의 빠른 발전속도를 따라가지 못하는 한계가 있어, ㅇ 학교 밖 과학기술교육을 강화하여 정규 과학교육과정을 보완하고, 학교 내 과학교육을 내실화하고자 기획되었다. □ 과학교사 여름 심화캠프에는 한국과학영재학교, 한국항공우주연구원, 국가핵융합연구소, 한국천문연구원, 한국과학기술정보연구원 등 6개 기관이 함께 참여한다. ㅇ 심화캠프는 ① 과학고 및 과학영재고의 과학교사를 대상으로 하는 첨단장비활용 심화연수와, ② 일반 초･중･고 과학교사를 대상으로 하는 첨단과학교수방법 심화연수로 구성된다.
185892_3||미세먼지 종합대책 Ⅱ 그간의 추진 경과 □ 언론 및 대국민 홍보 ○ 언론 브리핑 2회(11.5, 11.19), 보도자료(수시) 배포 및 홍보방송(KBS 무엇이든물어보세요, 11.15), 기획기사 배포(한겨레, 조선일보) - 전 방송사 기상캐스터 대상 간담회 실시(환경부 차관 주재, 11.11) ○ 미세먼지 현황 자료, 고농도시 성분 자료 배포(수시) 및 환경부 홈페이지 및 트위터 등에 국민행동요령 안내(수시) □ 유관 기관 회의 개최 ○ 관계부처 대상 홍보 및 협조 문서 배포(11.22), 환경부·문화부 미세먼지 간담회 실시(11.27, 문화부 국민소통실장 주재) - 전 부처 대변인 회의 참석 및 미세먼지 대국민 홍보대책 발표(11.29) - 관계부처(교육부, 복지부, 문화부, 식약처 등) 및 유관기관 회의(자동차환경협회, LPG협회 등) 개최(11.29) □ 한·중 협력 확대 노력 ○ 고위급 차원의 협력 확대 노력 - 한·중·일 환경장관 회의 실시, '대기분야 삼국 정책대화 신설' 합의(13.5월) - 금년 기후변화당사국총회 계기 한․중 장관급 회담 실시(11.22, 폴란드 바르샤바) - 중국 환경보호부 장관에 환경부 장관 명의 서한 송부(11.29, 정책 대화 연내 개최 요청 등) - 제10차 한·중·일 환경과학원장회의 참가('13.11.4〜8, 중국 난징) ○ 실무협의 및 전문가 차원의 노력 - 제16차 한·중·일 장거리이동대기오염물질 전문가회의 개최('13.5월, 서울) - 삼국 환경장관회의 후속 실무협의(일본 하꼬네, '13.12.5~6)
DOM_0000000002629376||인천시,‘온 마을 폭력추방 캠페인’연중 전개 시민들의 온라인 참여 속에서 박남춘 시장 축사와 함께 최동례 인천여성단체협의회장 격려사, 김정식 미추홀구청장 인터뷰를 비롯해 라온음악협회 협찬으로 시민들이 힐링과 치유의 시간을 가질 수 있도록 랜선 음악회가 마련됐다. 25일 진행된 선포식을 시작으로 7월에는‘온 마을 지킴이 출범식’과 9월에는 ‘폭력추방 영상 공모전’그리고 11월에는 ‘세계 여성폭력추방 주간’에 맞춰 폭력피해자들을 위한 오프라인 음악회를 진행할예정이다. 시민들이 접하기 쉬운 유튜브를 통해 많은 참여와 동참을 유도하며, 캠페인을 통해 많은 시민들이 가정폭력․성폭력을 비롯한 여성폭력과 아동학대 등 폭력에 대한 민감성을 높일 수 있을 것으로 기대된다. 박남춘 시장은 이날 격려영상을 통해 “우리의 관심이 폭력으로 고통받고 있는 누군가에게는 희망의 빛이 될 수 있다”면서 “이번 온 마을 폭력 추방 캠페인에 시민들의 많은 참여를 부탁하고 인천시도 여성과 아동이 안전하게 생활할 수 있는 환경조성을 위한 노력을 지속하겠다”고 밝혔다.
166892_0||국가 기후변화 적응 종합계획 제4장 분야별 세부 역점 추진과제 2 부문별 기후변화 적응 프로그램 추진  부문 Ⅰ 생태계 󰊲-Ⅰ-① 자연 생태계 적응 프로그램  □ 기후변화 대응 생물종․생물자원 다양성 관리 ❍ 한반도 생물종 구계 변화 분석 - 생물구계 구성종의 생물지리학적 연구(2009~2014) - 기후변화에 따른 새로운 한반도 생물구계 설정 - 한반도 생물구계 생물종 다양성 보존․관리 연구 ❍ 기후변화 대응 주요 생물자원 확보․보전 - 한반도 및 주변 국가의 생물자원 확보(2009~2018) - 멸종위기 및 취약종 복원 방안 연구 및 시행 - 기후변화에 따른 난대성 및 아열대성 생물 출현종 분포․분류 특성 연구 및 확보(2010~2018) ❍ 내륙과 연안을 잇는 광역 생태축 조성(~2012) - 전국의 5대 생태권역 구분, 광역생태축 설정 및 권역별 관리방안 마련 - 생물다양성 hot spot 및 생태계 보호지역 네트워크 구축
1228218_8||특허성과 양적증가 뚜렷, SCI논문 질적수준 향상- 중소기업 국가 R&D 성과 크게 증가 - 2013년도 국가연구개발사업 성과분석 결과(안) 4. 주요결과 □ 정부R&D 투자 확대와 성과 ○ SCI논문, 국내 출원 특허, 사업화 지표는 정부투자비 증가에 비례하여 증가하는 경향이 보임 - SCI논문과 국내 출원 특허는 정부투자 증가와 높은 상관성을 보여 2007년 이후 증가하는 추세임 - 사업화는 정부투자에 따라 증가하고 있으나, SCI논문 및 국내 출원 특허에 비해 낮은 증가 추세를 보임 ○ 기술료 지표는 정부투자 증가와는 달리 최근 기술료 징수건수가 전반적으로 감소 추세를 보임 - 기술료 감면 정책기조와 같은 외부 요인에 의해 기술료 징수건수가 감소하고 있는 것으로 보임
57945||2017년 2월 우리나라 주민등록 인구는 5,171만 명 - 주민등록 인구 3명중 1명은 40~50대 - □ 행정자치부(장관 홍윤식)에 따르면 올해 2월말 현재 우리나라 주민등록 인구는 51,712,221명으로 지난 1월말에 비해 7,889명(0.02%) 늘었고, 전년 동기에 늘어난 13,827명에 비해 덜 늘었다. ○ 주민등록 인구 구성은 거주자가 51,206,921명(99.02%), 거주불명자가457,507명(0.89%), 재외국민은 47,793명(0.09%)이다. ○ 주민등록 세대수는 21,352,287세대로, 2017년 1월 21,312,864세대보다 39,423세대가 증가했다. 세대당 인구는 2.42명이다. □ 지난달과 비교할 때 경기(12,646명), 세종(2,661명), 충남(2,518명), 제주 (1,348명) 등 7개 시도의 주민등록 인구는 늘어난 반면, ○ 경북(△2,474명), 경남(△1,799명), 울산(△1,699명), 전남(△1,583명), 전북(△1,343명) 등 10개 시도의 인구는 감소하였다.
144319_0||「초과승인제도」도입으로 재활용산업 자금지원 증대 재활용산업육성자금 초과승인제도 운영결과 요약 ○ 목적 - 재활용산업육성자금에 대한 민간수요는 높으나 예산은 매년 이월되는 융자지원 구조의 모순을 해결하고 융자제도 운영을 효율화여 승인 대기기간 등 고객불편을 해소하기 위함 ○ 배경 - 재활용산업에 대한 융자관련 수요가 융자예산을 크게 초과함으로써 조기예산소진에 따른 고객불편 가중 √ 최근 3년(‘02~’04년) 융자예산은 1,800억원이나 융자신청은 6,905억원으로서 수요가 예산의 3.8배에 이름 √ 융자 조기승인 및 승인대기 발생현황 ☞ 융자가 조기에 승인되어 이후 신청업체는 승인까지 약 1~3개월동안 포기자의 자금이 확보될 때까지 승인대기 - 융자지원에 대한 수요는 높으나 융자지원 구조 상 매년 자금이월이 발생하는 등 행정효율성 개선필요 √ 최근 3년(‘02~’04년) 융자예산, 신청, 대여, 자금이월 현황 ☞ ‘94년 융자사업 시작 이래 자금이월 매년 발생 ○ “초과승인제도” 내용 - 융자금을 신청․승인 받은 후 담보력 부족 등으로 인한 인출포기 실태를 분석 연간 예산액의 일정부분을 초과하여 조건부승인하고 채권 설정이 완료된 업체에 자금을 대여 ○ 시행결과 나타난 효과 - 대여추세가 급격히 상승하는 등 자금대여 효율성이 크게 상승 - ‘05.12.20 700억원 예산 전액이 당해연도 대여완료됨으로써 ’94년 사업시행 이후 최초로 차년도 예산 무이월 달성 - 승인대기 발생을 크게 감소(감소율 61%)시킴으로써 고객만족도 제고 √ 승인대기 발생업체 누계현황 ※ 초과승인제도가 적용된 시설자금 승인업체의 대기현황 ☞ 초과승인제도 실시로 승인대기업체 발생건수가 61% 감소함으로써 1~3개월에 걸친 대기기간 동안 사업계획 수정 등 여러 불편을 겪어야 했던 융자고객의 불편이 크게 감소 - 융자지원 과정에 시장원리가 도입됨으로써 우량업체가 자동선별되는 기능이 부가적으로 발생되는 등 행정효율성 증가 √ 기존 융자지원 방식은 “ 선착순” 으로서 사업포기 가능성이 큰 비우량 업체라 하더라도 최대 10개월의 사업기간 동안 승인자금이 배타적으로 배정되어 후순위 우량업체의 선택권 제한 √ “초과승인제도”는 사업자간 인출경쟁을 필연적으로 발생시켜 비우량 업체는 자동적으로 자금인출이 어려워져 비우량업체 선별시스템이 자동확보됨으로써 공공성 확보 하에서 행정효율성 증가가능
346777||OECD와 한국의 포용성장, 가족정책방향 등 공동연구 추진  □ 박능후 보건복지부 장관은 11월 26일 오후 4시 서울 프라자호텔에서 경제협력개발기구(OECD) ** *** 사무총장*과 포용성장(Inclusive Growth) 정책 등을 주제로 한 양자 면담을 진행하였다. * 앙헬 구리아 사무총장은 인천 송도에서 개최되는 OECD 세계 포럼(11.27~29) 참석을 위해 26일 오전 한국에 도착함 □ 이날 면담에서 ** ***아 사무총장은 OECD의 한국 포용성장 (Inclusive Growth) 정책 리뷰(검토) 계획을 밝히고, 보건복지부의 적극적인 참여를 요청하였다. ○ 이에 대해 박능후 장관은 OECD의 한국 포용성장 리뷰 계획은 시의적절하고 국제적으로도 꼭 필요한 프로젝트(계획)라고 생각 한다며 향후 적극적인 참여 입장을 표명하였다. □ 이와 더불어 박능후 장관은 한국정부가 국정 아젠다(의제)로 삼고 있는 포용국가(Inclusive State)는 경제 뿐 아니라 노동, 보건복지, 교육 등의 요소를 포괄하는 등 OECD의 포용성장론과 일맥상통하는 공통적 요소를 많이 갖고 있다고 말하였다. ○ 이에 대해 ** *** 사무총장은 포용국가론은 국가 전체 프레임을 새롭게 재편하고, 국가 발전방향에 대한 강력한 메시지 (알림)(powerful message)를 전파할 수 있을 것이라고 답했다. □ 이날 면담에서 보건복지부와 OECD는 내년 하반기에 ‘가족과 아동정책 관련 국제 컨퍼런스(학술대회)(International conference for family policy and child strategy)’ 공동 개최 추진에 합의하였다. ○ 현재 보건복지부와 OECD가 진행 중인 ‘한국의 가족정책 분석연구’가 내년 상반기 중에 끝날 예정이므로, 동 내용과 더불어 OECD가 기획하고 있는 아동정책 연구결과를 반영하여 국제포럼을 개최하는 방안을 추진하기로 했다.
D0000042642545||서울특별시 도로명주소에 관한 조례」일부개정 계획  추진배경 ○ 도로명주소법이 전면 개정(2021.06.09시행)됨에 따라 조례 위임사항 개정 필요 - 2014년 도로명주소 전면시행 이후 기존 주소체계가 대부분 도로명주소체계로 전환되어, 버스·택시 정류장 등 국민의 생활과 밀접한 관련이 있는 시설물에도 주소정보*를 부여하여 위치 확인이 편리하도록 관리활용을 중심으로 전면개정* 주소정보 : 도로명, 기초번호, 도로명주소, 국가기초구역, 국가지점번호, 사물주소 ○ 적용범위 구체화 및 조문의 체계(순서) 재정비 등을 통한 규정의 명료화  주요 개정내용 ○ (조례명)「도로명주소에 관한 조례」에서「주소정보 등에 관한 조례」로 변경 ○ (제2조, 제11조) 주소정보의 사용 촉진 조문 정비 - (제2조) 기존 도로명주소에서 사물주소 등의 주소정보로 사용분야 확대 명시 - (제11조) 홍보·교육 근거규정 조문정비(개별조항 → 동일 조항 내 구성) ○ (제4조) 위원회명칭 및 위원장 직급변경 - 법률상 변경된 위원회명 반영(도로명주소위원회 → 주소정보위원회) - 위원회 위원장 직급 적정화(행정1부시장 → 주소정보부서 담당국장)
